-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.31;-0.15;0.15;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.15;0.11;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.11;0.23;4
-9.46;-0.1-9.50;-0.19;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.50;-0.19;0.46;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.23;-0.11;-0.19;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
-9.31;0.00;0.92;4
